"Study_ID","Study_Name","Location_ID","Study_Specific_Location_ID","Location_Name","Instrument_ID","Field_Collection_Type","Field_Collector","Field_Collection_Start_Date_Time","Field_Collection_End_Date_Time","Time_Zone","Field_Collection_Comment","Field_Collection_Reference_Point","Field_Collection_Upper_Depth","Field_Collection_Lower_Depth","Field_Collection_Depth_Units","Matrix","Source","Result_Parameter_Name","Result_Value","Result_Unit","Result_Data_Qualifier","Result_Comment","Derivation_Method","Derivation_Method_Description","Result_Data_Review_Status","Base_Parameter_Name","Base_Result_Method","Base_Result_Method_Description","Base_Measurement_Interval","Time_Basis","Statistical_Basis","Partial_Metric_Flag","Auto_Calculated_Flag","Sample_Size","Expected_Data_Percent","Data_Qualified_Flag","Calculated_Latitude_Decimal_Degrees_NAD83HARN","Calculated_Longitude_Decimal_Degrees_NAD83HARN","Calculated_Land_Surface_Elevation_NAVD88_FT","Calculated_Result_Suspect_or_Rejected_Flag","Calculated_Result_Suspect_Code","Calculated_Result_Suspect_Description","Record_Created_On","Calculated_Result_System_ID"
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",8/1/2007 12:00:00 AM,8/31/2007 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","100","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:11 AM,605855816
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",10/1/2006 12:00:00 AM,10/31/2006 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","100","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:11 AM,605855820
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",10/1/2004 12:00:00 AM,9/30/2005 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Mean of Maximum 3 Months from Water Year)","100","","","","FQI-H-YMAXTSS","Historical Maximum  value prior 2013 from the water year's highest total suspended sediment  score.","Final","Total Suspended Solids","","",,"Water Year","","","Y",3,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:13 AM,605855859
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",10/1/2005 12:00:00 AM,9/30/2006 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Mean of Maximum 3 Months from Water Year)","100","","","","FQI-H-YMAXTSS","Historical Maximum  value prior 2013 from the water year's highest total suspended sediment  score.","Final","Total Suspended Solids","","",,"Water Year","","","Y",3,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:13 AM,605855860
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",10/1/2006 12:00:00 AM,9/30/2007 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Mean of Maximum 3 Months from Water Year)","100","","","","FQI-H-YMAXTSS","Historical Maximum  value prior 2013 from the water year's highest total suspended sediment  score.","Final","Total Suspended Solids","","",,"Water Year","","","Y",3,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:13 AM,605855861
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",10/1/2007 12:00:00 AM,9/30/2008 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Mean of Maximum 3 Months from Water Year)","100","","","","FQI-H-YMAXTSS","Historical Maximum  value prior 2013 from the water year's highest total suspended sediment  score.","Final","Total Suspended Solids","","",,"Water Year","","","Y",3,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:13 AM,605855862
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",10/1/2008 12:00:00 AM,9/30/2009 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Mean of Maximum 3 Months from Water Year)","100","","","","FQI-H-YMAXTSS","Historical Maximum  value prior 2013 from the water year's highest total suspended sediment  score.","Final","Total Suspended Solids","","",,"Water Year","","","Y",3,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:13 AM,605855869
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",10/1/2009 12:00:00 AM,9/30/2010 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Mean of Maximum 3 Months from Water Year)","98.4881","","","","FQI-H-YMAXTSS","Historical Maximum  value prior 2013 from the water year's highest total suspended sediment  score.","Final","Total Suspended Solids","","",,"Water Year","","","Y",3,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:13 AM,605855870
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",3/1/2009 12:00:00 AM,3/31/2009 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","94.4997","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:11 AM,605855879
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",2/1/2009 12:00:00 AM,2/28/2009 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","99.7887","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:11 AM,605855883
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",7/1/2005 12:00:00 AM,7/31/2005 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","100","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:11 AM,605855923
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",11/1/2009 12:00:00 AM,11/30/2009 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","95.4642","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:11 AM,605855925
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",10/1/2006 12:00:00 AM,10/31/2006 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Flow Adjusted, Monthly)","78.8442","","","","FQI-H-FA-MTSS","Calculated from a regression of historical prior 2013 of monthly total suspended sediment  scores and flow values.  Median flow is then fed back into the regression formula and residuals are added to that value.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:14 AM,605855928
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",1/1/2006 12:00:00 AM,1/31/2006 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","92.7161","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:11 AM,605855937
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",7/1/2009 12:00:00 AM,7/31/2009 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","100","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:11 AM,605855948
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",10/1/2007 12:00:00 AM,9/30/2008 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Water Year Mean)","95.7455","","","","FQI-H-YMEANTSS","Historical mean value prior 2013 from the water year's average  total suspended solids score.","Final","Total Suspended Solids","","",,"Water Year","","","Y",12,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:13 AM,605855951
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",8/1/2005 12:00:00 AM,8/31/2005 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Flow Adjusted, Monthly)","99.7049","","","","FQI-H-FA-MTSS","Calculated from a regression of historical prior 2013 of monthly total suspended sediment  scores and flow values.  Median flow is then fed back into the regression formula and residuals are added to that value.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:14 AM,605855953
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",10/1/2008 12:00:00 AM,10/31/2008 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","100","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:11 AM,605855958
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",6/1/2009 12:00:00 AM,6/30/2009 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","100","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:11 AM,605855979
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",9/1/2005 12:00:00 AM,9/30/2005 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","100","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:11 AM,605855983
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",11/1/2007 12:00:00 AM,11/30/2007 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","93.5851","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:11 AM,605855985
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",4/1/2007 12:00:00 AM,4/30/2007 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Flow Adjusted, Monthly)","100","","","","FQI-H-FA-MTSS","Calculated from a regression of historical prior 2013 of monthly total suspended sediment  scores and flow values.  Median flow is then fed back into the regression formula and residuals are added to that value.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:14 AM,605855987
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",7/1/2005 12:00:00 AM,7/31/2005 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Flow Adjusted, Monthly)","99.7649","","","","FQI-H-FA-MTSS","Calculated from a regression of historical prior 2013 of monthly total suspended sediment  scores and flow values.  Median flow is then fed back into the regression formula and residuals are added to that value.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:14 AM,605856036
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",2/1/2007 12:00:00 AM,2/28/2007 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Flow Adjusted, Monthly)","100","","","","FQI-H-FA-MTSS","Calculated from a regression of historical prior 2013 of monthly total suspended sediment  scores and flow values.  Median flow is then fed back into the regression formula and residuals are added to that value.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:14 AM,605856039
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",4/1/2006 12:00:00 AM,4/30/2006 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Flow Adjusted, Monthly)","100","","","","FQI-H-FA-MTSS","Calculated from a regression of historical prior 2013 of monthly total suspended sediment  scores and flow values.  Median flow is then fed back into the regression formula and residuals are added to that value.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:14 AM,605856040
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",12/1/2006 12:00:00 AM,12/31/2006 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Flow Adjusted, Monthly)","100","","","","FQI-H-FA-MTSS","Calculated from a regression of historical prior 2013 of monthly total suspended sediment  scores and flow values.  Median flow is then fed back into the regression formula and residuals are added to that value.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:14 AM,605856043
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",5/1/2007 12:00:00 AM,5/31/2007 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","100","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:11 AM,605856044
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",2/1/2006 12:00:00 AM,2/28/2006 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Flow Adjusted, Monthly)","93.6295","","","","FQI-H-FA-MTSS","Calculated from a regression of historical prior 2013 of monthly total suspended sediment  scores and flow values.  Median flow is then fed back into the regression formula and residuals are added to that value.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:14 AM,605856051
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",7/1/2008 12:00:00 AM,7/31/2008 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","96.6836","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:11 AM,605856056
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",5/1/2005 12:00:00 AM,5/31/2005 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Flow Adjusted, Monthly)","100","","","","FQI-H-FA-MTSS","Calculated from a regression of historical prior 2013 of monthly total suspended sediment  scores and flow values.  Median flow is then fed back into the regression formula and residuals are added to that value.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:14 AM,605856059
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",10/1/2005 12:00:00 AM,10/31/2005 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Flow Adjusted, Monthly)","99.4092","","","","FQI-H-FA-MTSS","Calculated from a regression of historical prior 2013 of monthly total suspended sediment  scores and flow values.  Median flow is then fed back into the regression formula and residuals are added to that value.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:14 AM,605856073
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",11/1/2006 12:00:00 AM,11/30/2006 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Flow Adjusted, Monthly)","99.8191","","","","FQI-H-FA-MTSS","Calculated from a regression of historical prior 2013 of monthly total suspended sediment  scores and flow values.  Median flow is then fed back into the regression formula and residuals are added to that value.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:14 AM,605856080
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",4/1/2005 12:00:00 AM,4/30/2005 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","94.4997","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:11 AM,605856086
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",12/1/2008 12:00:00 AM,12/31/2008 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","100","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:11 AM,605856093
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",9/1/2008 12:00:00 AM,9/30/2008 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","100","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:11 AM,605856102
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",8/1/2005 12:00:00 AM,8/31/2005 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","100","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:11 AM,605856104
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",5/1/2006 12:00:00 AM,5/31/2006 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","100","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:11 AM,605856110
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",3/1/2007 12:00:00 AM,3/31/2007 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Flow Adjusted, Monthly)","97.5798","","","","FQI-H-FA-MTSS","Calculated from a regression of historical prior 2013 of monthly total suspended sediment  scores and flow values.  Median flow is then fed back into the regression formula and residuals are added to that value.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:14 AM,605856126
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",5/1/2008 12:00:00 AM,5/31/2008 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","99.7887","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:11 AM,605856135
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",10/1/2005 12:00:00 AM,9/30/2006 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Water Year Mean)","95.8756","","","","FQI-H-YMEANTSS","Historical mean value prior 2013 from the water year's average  total suspended solids score.","Final","Total Suspended Solids","","",,"Water Year","","","Y",12,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:13 AM,605856137
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",6/1/2006 12:00:00 AM,6/30/2006 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","100","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:11 AM,605856139
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",11/1/2008 12:00:00 AM,11/30/2008 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Monthly)","95.4642","","","","FQI-H-MTSS","Historical suspend solids results prior to 2013 calculated from a quadratic formula that depends on the location's attributes, such as ecoregion, aquatic life use, and recreation use.","Final","Total Suspended Solids","","",,"Monthly","","","Y",,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:11 AM,605856142
"AMS001E","Statewide River and Stream Ambient Monitoring-WY 2000 through WY 2009","15N070","15N070","STAVIS CR. @ MOUTH","","Measurement","WA Dept of Ecology",10/1/2009 12:00:00 AM,9/30/2010 12:00:00 AM,"","","",,,"","Water","Fresh/Surface Water","Freshwater Quality Index, Total Suspended Solids (Water Year Mean)","98.4881","","","","FQI-H-YMEANTSS","Historical mean value prior 2013 from the water year's average  total suspended solids score.","Final","Total Suspended Solids","","",,"Water Year","","","Y",12,,"",47.6248159835933,-122.87348592768,,"","","",2/10/2017 5:02:13 AM,605856161
