Name,Status,Id,Cost,Start,End,Organization,Lat,Lon,URL
DNR Marine Lab Creosote,Completed,new,180000,2011-02-21T00:00:00,2011-03-15T00:00:00,Thurston Conservation District (LE),47.0991,-122.8947,http://waconnect.paladinpanoramic.com/project/150/18902
Doan Creek Culvert Project,Conceptual,32-00266,0,2009-01-01T00:00:00,2019-01-15T00:00:00,Snake River Salmon Recovery Board (LE),46.04294794,-118.4508495,http://waconnect.paladinpanoramic.com/project/320/3613
Doan Creek Habitat Work in College Place,Conceptual,32-00166,0,2016-01-19T00:00:00,2019-01-15T00:00:00,Snake River Salmon Recovery Board (LE),46.04298962,-118.446559,http://waconnect.paladinpanoramic.com/project/320/3614
Doan Creek Restoration - Phase 1 / Phase 2,Completed,06-2337    06-2233,105000,2006-01-01T00:00:00,2008-05-15T00:00:00,Snake River Salmon Recovery Board (LE),46.04386981,-118.46151,http://waconnect.paladinpanoramic.com/project/320/3289
Docks on public property- Lake Sammamish,Proposed,I068,0,2005-07-01T00:00:00,2055-12-31T00:00:00,WRIA 8 (LE),0,0,http://waconnect.paladinpanoramic.com/project/240/8138
Docks/Bulkhead Enforcement-Issaquah,Proposed,I611,0,2005-07-01T00:00:00,2055-12-31T00:00:00,WRIA 8 (LE),0,0,http://waconnect.paladinpanoramic.com/project/240/4729
Dogfish Creek Estuary Bridge,Completed,NK LB 00-1720,1683000,2001-02-14T00:00:00,2004-06-30T00:00:00,West Sound Watersheds Council (LE),47.74639496,-122.6511751,http://waconnect.paladinpanoramic.com/project/210/11133
Dogfish Creek Estuary Restoration,Completed,NK LB 01-1272,1132151.6,2001-05-01T00:00:00,2006-06-30T00:00:00,West Sound Watersheds Council (LE),47.74841222,-122.6522713,http://waconnect.paladinpanoramic.com/project/210/10326
Doleman/Lawton Riparian Restoration,Completed,99-1357,0,1999-07-29T00:00:00,2000-05-31T00:00:00,Chehalis Basin Lead Entity,46.60222222,-123.1341667,http://waconnect.paladinpanoramic.com/project/120/12339
Donkey Creek,Completed,GH Donkey Creek Estuary,4450000,2009-04-01T00:00:00,2013-09-20T00:00:00,West Sound Watersheds Council (LE),47.33791822,-122.5930457,http://waconnect.paladinpanoramic.com/project/210/12595
Donkey Creek Culvert Replacement,Completed,10-1767,414042,2010-12-10T00:00:00,2014-01-08T00:00:00,Quinault Indian Nation (LE),0,0,http://waconnect.paladinpanoramic.com/project/110/17234
Dorre Don Area Side Channel Enhancements,Conceptual,C248 / C251,375000,0001-01-01T00:00:00,0001-01-01T00:00:00,WRIA 8 (LE),0,0,http://waconnect.paladinpanoramic.com/project/240/4496
Dosewallips and Duckabush Acquisitions 2012,Completed,04-02-006,500463,2012-04-04T00:00:00,2016-09-30T00:00:00,Hood Canal Coordinating Council (LE),47.6583,-122.9563,http://waconnect.paladinpanoramic.com/project/170/17859
Dosewallips Channel and Floodplain Restoration,Active,04-01,686949,2007-12-13T00:00:00,2012-01-01T00:00:00,Hood Canal Coordinating Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/170/13518
Dosewallips Completed USFS Road Decommissioning,Completed,04-06-000,0,1990-01-01T00:00:00,2007-12-31T00:00:00,Hood Canal Coordinating Council (LE),47.75543294,-123.0149457,http://waconnect.paladinpanoramic.com/project/170/8997
Dosewallips Conservation,Active,04-02,2544285,2004-01-01T00:00:00,2015-07-17T00:00:00,Hood Canal Coordinating Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/170/12982
Dosewallips ELJ Construction Phase #1,Completed,04-01-001,399699,2011-06-06T00:00:00,2014-02-07T00:00:00,Hood Canal Coordinating Council (LE),47.73016837,-123.0312371,http://waconnect.paladinpanoramic.com/project/170/14768
Dosewallips ELJ Design,Completed,04-01-000,432470,2007-12-13T00:00:00,2011-06-30T00:00:00,Hood Canal Coordinating Council (LE),47.72796998,-123.0163482,http://waconnect.paladinpanoramic.com/project/170/14137
Dosewallips Estuarine Salt Marsh - Sylopash Slough Culvert Replacements,Conceptual,04-03-001,0,2004-01-01T00:00:00,2017-07-01T00:00:00,Hood Canal Coordinating Council (LE),47.69162969,-122.8932933,http://waconnect.paladinpanoramic.com/project/170/1078
Dosewallips Estuarine Salt Marsh Dike Removal - Phase 1,Completed,04-03-000,176021,2004-01-01T00:00:00,2007-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.68823903,-122.8933262,http://waconnect.paladinpanoramic.com/project/170/1073
Dosewallips Estuary - East Wolcott Slough Tidal Prism Restoration,Conceptual,04-03-003,0,2009-01-01T00:00:00,2017-07-01T00:00:00,Hood Canal Coordinating Council (LE),47.696037,-122.8947512,http://waconnect.paladinpanoramic.com/project/170/1067
Dosewallips Estuary Barge Removal,Active,04-03-006,228093,2012-04-04T00:00:00,2016-12-01T00:00:00,Hood Canal Coordinating Council (LE),47.6829,-122.8991,http://waconnect.paladinpanoramic.com/project/170/17847
Dosewallips Estuary Restoration,Active,04-03,78000,2004-01-01T00:00:00,2017-07-01T00:00:00,Hood Canal Coordinating Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/170/1071
Dosewallips Estuary Restoration - Phase 2,Completed,04-03-005,360775,2006-06-01T00:00:00,2009-12-01T00:00:00,Hood Canal Coordinating Council (LE),47.6875,-122.8973,http://waconnect.paladinpanoramic.com/project/170/14255
Dosewallips Estuary/Wolcott Slough - Wolcott Fish Trap,Completed,04-03-002,78000,2006-07-01T00:00:00,2008-12-01T00:00:00,Hood Canal Coordinating Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/170/1066
Dosewallips Fish Passage,Conceptual,04-04,0,0001-01-01T00:00:00,0001-01-01T00:00:00,Hood Canal Coordinating Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/170/13521
Dosewallips Floodplain & Estuary Restoration 2016,Active,04-03-008,762436,2016-08-01T00:00:00,2018-12-31T00:00:00,Hood Canal Coordinating Council (LE),47.6874,-122.8991,http://waconnect.paladinpanoramic.com/project/170/60360
Dosewallips Floodplain Acquisition  - Phase 2,Completed,04-02-001,175427.73,2006-06-19T00:00:00,2012-12-31T00:00:00,Hood Canal Coordinating Council (LE),47.70129892,-122.9236332,http://waconnect.paladinpanoramic.com/project/170/12984
Dosewallips Forest Service Road Decommissioning,Proposed,04-06-004,845883,2014-08-01T00:00:00,2016-12-01T00:00:00,Hood Canal Coordinating Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/170/19457
Dosewallips Knotweed Assessment and Control,Completed,04-05-002,0,2006-01-01T00:00:00,2006-12-31T00:00:00,Hood Canal Coordinating Council (LE),47.72850419,-123.0142601,http://waconnect.paladinpanoramic.com/project/170/15743
Dosewallips Knotweed Control Phase 6 - 2011,Completed,04-05-007,0,2011-01-01T00:00:00,2011-12-30T00:00:00,Hood Canal Coordinating Council (LE),47.73860319,-123.0721805,http://waconnect.paladinpanoramic.com/project/170/17291
Dosewallips Proposed USFS Road Decommissioning,Dormant,04-06-001,0,2010-01-01T00:00:00,2015-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.76014535,-122.9727452,http://waconnect.paladinpanoramic.com/project/170/8998
Dosewallips Riparian Corridor Acquisition,Completed,04-02-005,227359,2010-04-30T00:00:00,2015-12-24T00:00:00,Hood Canal Coordinating Council (LE),47.71560842,-122.9623802,http://waconnect.paladinpanoramic.com/project/170/14723
Dosewallips Riparian Corridor Acquisition Phase II,Active,04-02-007,1172073,2013-12-06T00:00:00,2017-12-31T00:00:00,Hood Canal Coordinating Council (LE),47.7217,-122.9966,http://waconnect.paladinpanoramic.com/project/170/18605
Dosewallips Riparian Restoration,Active,04-05,0,2006-01-01T00:00:00,2011-12-31T00:00:00,Hood Canal Coordinating Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/170/13517
Dosewallips River Floodplain Acquisition,Completed,04-02-000,338081,2004-12-03T00:00:00,2009-06-30T00:00:00,Hood Canal Coordinating Council (LE),47.69861778,-122.9133145,http://waconnect.paladinpanoramic.com/project/170/14122
Dosewallips River Habitat Assessment,Completed,04-01-002,0,2001-01-01T00:00:00,2005-12-06T00:00:00,Hood Canal Coordinating Council (LE),47.69807382,-122.9128192,http://waconnect.paladinpanoramic.com/project/170/15047
Dosewallips Sediment Abatement,Active,04-06,0,0001-01-01T00:00:00,0001-01-01T00:00:00,Hood Canal Coordinating Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/170/13520
Dosewallips State Park Riparian Acquisition,Completed,04-02-004,557649,2008-03-01T00:00:00,2014-03-06T00:00:00,Hood Canal Coordinating Council (LE),47.69927554,-122.923005,http://waconnect.paladinpanoramic.com/project/170/14630
Dosewalllips Proposed USFS Road Converted to Trail,Dormant,04-06-002,0,2010-01-01T00:00:00,2015-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.7309736,-123.0277013,http://waconnect.paladinpanoramic.com/project/170/8999
Doty Habitat Restoration Project,Completed,02-1506,294796.73,2003-05-02T00:00:00,2006-10-31T00:00:00,Lower Columbia Fish Recovery Board (LE),45.92631314,-122.5031271,http://waconnect.paladinpanoramic.com/project/140/11557
Doty-Edwards Cedar Creek,Completed,05-1533,105537.28,2006-05-01T00:00:00,2009-02-09T00:00:00,Lower Columbia Fish Recovery Board (LE),45.92587917,-122.538036,http://waconnect.paladinpanoramic.com/project/140/11573
Double Bluff - Conservation Futures Fund,Completed,06-NP-01-024,868438,1999-01-01T00:00:00,2007-12-30T00:00:00,WRIA 6 - Island County (LE),47.9831,-122.5151,http://waconnect.paladinpanoramic.com/project/200/2452
Dougall Point Shoreline Enhancement,Conceptual,DSR,0,0001-01-01T00:00:00,0001-01-01T00:00:00,Thurston Conservation District (LE),47.1535,-122.9302,http://waconnect.paladinpanoramic.com/project/150/18220
Douglas Creek Stabilization,Proposed,2011 WRIA 50,0,2011-06-30T00:00:00,2016-09-30T00:00:00,Upper Columbia (LE),0,0,http://waconnect.paladinpanoramic.com/project/290/17278
Downey Creek Bridge Extension,Completed,10.11.5,983000,2012-01-01T00:00:00,2014-12-31T00:00:00,Skagit Watershed Council (LE),48.25919866,-121.2250864,http://waconnect.paladinpanoramic.com/project/280/2284
Downey Farmstead Restoration Project,Active,09-LG-007B,5920000,2010-06-01T00:00:00,2016-06-01T00:00:00,Green/Duwamish Watershed - WRIA 9 (LE),0,0,http://waconnect.paladinpanoramic.com/project/250/19351
"Downey Farmstead Restoration Project, LG-7",Active,09-LG-007A,1958649,2010-06-01T00:00:00,2013-06-01T00:00:00,Green/Duwamish Watershed - WRIA 9 (LE),0,0,http://waconnect.paladinpanoramic.com/project/250/12602
Downstream Migrant Trapping,Active,11-MISC-1039,500000,2009-01-01T00:00:00,2020-12-31T00:00:00,Nisqually River Salmon Recovery (LE),0,0,http://waconnect.paladinpanoramic.com/project/220/60393
Drainage Basins - Habitat &amp; Fish Distribution,Active,06-AUF-03-,0,1999-01-01T00:00:00,2015-12-30T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/2571
Drayton Passage Bulkhead Removal (1),Conceptual,SS Key Pen Drayton 11-41,0,2010-05-10T00:00:00,2015-03-06T00:00:00,West Sound Watersheds Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/210/16524
Drayton Passage Bulkhead Removal (2),Conceptual,SS Key Pen Drayton 11-43,0,2010-05-10T00:00:00,2015-03-06T00:00:00,West Sound Watersheds Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/210/16523
Driftwood Keys,Completed,BYH-2011-04,500,2011-04-14T00:00:00,2011-10-20T00:00:00,West Sound Watersheds Council (LE),47.9058,-122.5899,http://waconnect.paladinpanoramic.com/project/210/29732
Dry,Proposed,5.4,0,2008-03-24T00:00:00,2023-03-24T00:00:00,Yakima Basin Fish and Wildlife (LE),0,0,http://waconnect.paladinpanoramic.com/project/300/10690
Dry Bed Creek Culvert Replacement,Dormant,05-1523,0,2006-01-30T00:00:00,2009-11-30T00:00:00,Chehalis Basin Lead Entity,47.26563491,-123.432159,http://waconnect.paladinpanoramic.com/project/120/12314
Dry Creek Culvert Replacements at Hobson and 216th Streets,Conceptual,CBS-HRP 16-08,347813,0001-01-01T00:00:00,0001-01-01T00:00:00,Chehalis Basin Lead Entity,46.7753,-122.9951,http://waconnect.paladinpanoramic.com/project/120/80576
Dry Creek Fish Passage at Middle Waitsburg Bridge,Conceptual,32-dc,0,0001-01-01T00:00:00,0001-01-01T00:00:00,Snake River Salmon Recovery Board (LE),0,0,http://waconnect.paladinpanoramic.com/project/320/60451
Dry Creek Head Cut,Conceptual,32-dc,0,2016-01-19T00:00:00,2019-01-15T00:00:00,Snake River Salmon Recovery Board (LE),46.12072489,-118.2282009,http://waconnect.paladinpanoramic.com/project/320/3575
Dry Lake Trailhead - Conservation Futures Fund,Completed,06-CW-10-003,25000,1999-01-01T00:00:00,2007-11-19T00:00:00,WRIA 6 - Island County (LE),48.1559,-122.5007,http://waconnect.paladinpanoramic.com/project/200/2449
Dry Run Creek,Conceptual,Satsop River Trib,0,0001-01-01T00:00:00,0001-01-01T00:00:00,Chehalis Basin Lead Entity,0,0,http://waconnect.paladinpanoramic.com/project/120/16719
Dry/Cabin Crk Fish Passage & Screening,Completed,02-1656,189504,2003-05-02T00:00:00,2008-03-31T00:00:00,Yakima Basin Fish and Wildlife (LE),47.03128826,-120.6130848,http://waconnect.paladinpanoramic.com/project/300/11251
DuBois-Smith Fencing - South Fork Stillaguamish,Completed,05-0318,9500,2001-12-10T00:00:00,2002-12-31T00:00:00,Stillaguamish (LE),48.1526135,-122.0492615,http://waconnect.paladinpanoramic.com/project/270/9264
Dubuque Creek,Active,Level 2,650000,2009-02-25T09:24:27,2010-02-25T09:24:27,Snohomish River Basin (LE),0,0,http://waconnect.paladinpanoramic.com/project/260/12098
Dubuque Creek Culvert Replacement - 6th St,Active,07-RSR-063,200000,2013-11-01T00:00:00,2014-12-31T00:00:00,Snohomish River Basin (LE),0,0,http://waconnect.paladinpanoramic.com/project/260/19301
Dubuque Creek culvert replacement at Newberg Rd,Completed,07-RSR-044,280000,2007-01-01T00:00:00,2009-12-31T00:00:00,Snohomish River Basin (LE),48.02695591,-121.9982168,http://waconnect.paladinpanoramic.com/project/260/9717
Duck Creek Bridge,Completed,02-1519,35265.15,2004-01-01T00:00:00,2004-07-16T00:00:00,Lower Columbia Fish Recovery Board (LE),46.36191205,-123.671312,http://waconnect.paladinpanoramic.com/project/140/11559
Duck Creek Fish Passage 2006,Completed,06-2172,426739.29,2006-12-06T00:00:00,2008-12-01T00:00:00,Lower Columbia Fish Recovery Board (LE),46.25116705,-123.3171116,http://waconnect.paladinpanoramic.com/project/140/11471
Duck Creek Management Unit,Conceptual,L1,0,0001-01-01T00:00:00,0001-01-01T00:00:00,Quinault Indian Nation (LE),0,0,http://waconnect.paladinpanoramic.com/project/110/29699
Duckabush Channel and Floodplain Restoration,Active,05-01,219570,2007-12-13T00:00:00,2011-06-30T00:00:00,Hood Canal Coordinating Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/170/13522
Duckabush Conservation,Active,05-02,678952,2008-01-01T00:00:00,2013-01-01T00:00:00,Hood Canal Coordinating Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/170/13523
Duckabush ELJ Design,Completed,05-01-000,432470.08,2007-12-13T00:00:00,2011-06-30T00:00:00,Hood Canal Coordinating Council (LE),47.65661739,-122.9534848,http://waconnect.paladinpanoramic.com/project/170/14138
Duckabush Estuary Restoration,Active,05-03,469400,0001-01-01T00:00:00,0001-01-01T00:00:00,Hood Canal Coordinating Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/170/13524
Duckabush Estuary Restoration Design,Active,05-03-003,183464,2014-09-01T00:00:00,2017-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.6512,-122.9343,http://waconnect.paladinpanoramic.com/project/170/29739
Duckabush Estuary Restoration Support Acquisition,Active,05-02-005,1057282,2016-08-01T00:00:00,2018-12-31T00:00:00,Hood Canal Coordinating Council (LE),47.6523,-122.9382,http://waconnect.paladinpanoramic.com/project/170/60426
Duckabush Fire Station- Pierce Slough Fill Removal,Conceptual,05-03-001,120000,2013-01-01T00:00:00,2015-03-31T00:00:00,Hood Canal Coordinating Council (LE),47.65250076,-122.9356986,http://waconnect.paladinpanoramic.com/project/170/14633
Duckabush Fish Passage,Proposed,05-04,235000,0001-01-01T00:00:00,0001-01-01T00:00:00,Hood Canal Coordinating Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/170/13525
Duckabush Floodplain Acquisition 2013,Active,05-02-002,176525,2013-12-06T00:00:00,2015-12-06T00:00:00,Hood Canal Coordinating Council (LE),47.6593,-122.9572,http://waconnect.paladinpanoramic.com/project/170/18620
Duckabush Oxbow Side Channel Restoration Design,Proposed,05-01-003,25398,2016-08-01T00:00:00,2018-12-31T00:00:00,Hood Canal Coordinating Council (LE),47.6566,-122.9498,http://waconnect.paladinpanoramic.com/project/170/60427
Duckabush Proposed USFS Road Decommissioning,Dormant,05-06-000,0,2010-01-01T00:00:00,2015-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.65767643,-123.0377248,http://waconnect.paladinpanoramic.com/project/170/9001
Duckabush Riparian Habitat Acquisition,Active,05-02-004,971500,2014-08-01T00:00:00,2016-12-31T00:00:00,Hood Canal Coordinating Council (LE),47.6573,-122.9593,http://waconnect.paladinpanoramic.com/project/170/19460
Duckabush Riparian Restoration,Conceptual,05-05,0,0001-01-01T00:00:00,0001-01-01T00:00:00,Hood Canal Coordinating Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/170/13526
Duckabush Robinson Road Levee Removal,Completed,05-03-000,299400,2007-12-13T00:00:00,2009-12-01T00:00:00,Hood Canal Coordinating Council (LE),47.6517,-122.9283,http://waconnect.paladinpanoramic.com/project/170/14127
Duckabush Sediment Abatement,Proposed,05-06,0,0001-01-01T00:00:00,0001-01-01T00:00:00,Hood Canal Coordinating Council (LE),0,0,http://waconnect.paladinpanoramic.com/project/170/13527
Duckabush SR101 Causeway Replacement and Estuary Restoration,Conceptual,05-03-002,18000000,2012-05-03T00:00:00,2020-05-31T00:00:00,Hood Canal Coordinating Council (LE),47.65051,-122.934,http://waconnect.paladinpanoramic.com/project/170/14815
Duckabush USFS Road Converted to Trail,Dormant,05-06-001,0,2000-01-01T00:00:00,2015-01-01T00:00:00,Hood Canal Coordinating Council (LE),47.67583089,-123.0418418,http://waconnect.paladinpanoramic.com/project/170/9002
Duckworth- Barber Cr R8,Active,10-1888,0,2013-09-01T00:00:00,2015-01-16T00:00:00,Pacific County Region (LE),46.7053,-123.708,http://waconnect.paladinpanoramic.com/project/130/39801
Dugualla Drainage Basins,Active,06-CW-26-,0,1999-01-01T00:00:00,2015-12-30T00:00:00,WRIA 6 - Island County (LE),0,0,http://waconnect.paladinpanoramic.com/project/200/2736
Dugualla Heights Lagoon Restoration,Dormant,06-NP-04-002,934513,2011-01-01T00:00:00,2015-12-31T00:00:00,WRIA 6 - Island County (LE),48.34942561,-122.5738958,http://waconnect.paladinpanoramic.com/project/200/2211
Duncan - NF Rock Creek R7,Completed,09-1712,214595.04,2013-09-01T00:00:00,2015-03-15T00:00:00,Lower Columbia Fish Recovery Board (LE),45.8639,-122.5081,http://waconnect.paladinpanoramic.com/project/140/80835
Duncan Creek Culvert Replacement,Conceptual,97003110,1800000,0001-01-01T00:00:00,0001-01-01T00:00:00,West Sound Watersheds Council (LE),47.5525,-122.5442,http://waconnect.paladinpanoramic.com/project/210/18476
Duncan Creek Dam Fish Passage Restoratio,Completed,99-1711,126480,1999-01-01T00:00:00,2000-11-30T00:00:00,Lower Columbia Fish Recovery Board (LE),45.61444444,-122.0463889,http://waconnect.paladinpanoramic.com/project/140/11610
Duncan Creek Dam Fish Restoration,Completed,00-1038,455108.27,2000-03-17T00:00:00,2001-02-28T00:00:00,Lower Columbia Fish Recovery Board (LE),45.61584818,-122.0401233,http://waconnect.paladinpanoramic.com/project/140/11533
Duncan Creek Restoration,Completed,06-2178,134987,2007-01-01T00:00:00,2009-07-07T00:00:00,Lower Columbia Fish Recovery Board (LE),45.61367204,-122.0462305,http://waconnect.paladinpanoramic.com/project/140/11475
Duncan Crk Dam Design,Completed,10-1027,51973,2010-12-10T00:00:00,2012-08-10T00:00:00,Lower Columbia Fish Recovery Board (LE),45.6155,-122.04,http://waconnect.paladinpanoramic.com/project/140/80839
Dungeness Bridge Acquisition,Completed,91-616,50000,1991-06-28T00:00:00,1992-06-23T00:00:00,North Olympic Peninsula LE for Salmon,48.0853,-123.1479,http://waconnect.paladinpanoramic.com/project/180/18756
Dungeness Drift Cell Conservation,Conceptual,09032.1,7000000,2016-01-01T00:00:00,2018-01-01T00:00:00,North Olympic Peninsula LE for Salmon,48.14457341,-123.1926148,http://waconnect.paladinpanoramic.com/project/180/39954
Dungeness Drift Cell Protection,Conceptual,16101,1000000,2014-01-01T00:00:00,2017-01-01T00:00:00,North Olympic Peninsula LE for Salmon,48.1446,-123.1926,http://waconnect.paladinpanoramic.com/project/180/60343
Dungeness Drift Cell Protection 2016,Proposed,16-1368,400000,2017-01-01T00:00:00,2020-01-01T00:00:00,North Olympic Peninsula LE for Salmon,48.14457341,-123.1926148,http://waconnect.paladinpanoramic.com/project/180/60344
Dungeness Drift Cell Protection Assessment,Completed,14-1028,58200,2014-01-01T00:00:00,2015-10-13T00:00:00,North Olympic Peninsula LE for Salmon,48.14457341,-123.1926148,http://waconnect.paladinpanoramic.com/project/180/5145
Dungeness Estuary Restoration: Phase I,Completed,01-1373,1681047,2002-05-01T00:00:00,2008-07-30T00:00:00,North Olympic Peninsula LE for Salmon,48.14957433,-123.1301042,http://waconnect.paladinpanoramic.com/project/180/16362
Dungeness Floodplain Restoration- Kinkade Phase,Proposed,16-1367,800000,2017-01-01T00:00:00,2020-01-01T00:00:00,North Olympic Peninsula LE for Salmon,48.0794,-123.1476,http://waconnect.paladinpanoramic.com/project/180/60342
Dungeness Flow Enhancement- Recharge and Storage,Completed,12-1107,181960,2013-01-01T00:00:00,2014-06-06T00:00:00,North Olympic Peninsula LE for Salmon,48.0918,-123.166,http://waconnect.paladinpanoramic.com/project/180/18072
Dungeness Habitat Protection,Completed,10-1496,242000,2010-08-01T00:00:00,2013-06-30T00:00:00,North Olympic Peninsula LE for Salmon,48.08881802,-123.1508519,http://waconnect.paladinpanoramic.com/project/180/14813
Dungeness Habitat Protection- RM 6.5 to 7.5 Phase,Proposed,14-1384,651315,2015-01-01T00:00:00,2018-01-01T00:00:00,North Olympic Peninsula LE for Salmon,48.0727,-123.1492,http://waconnect.paladinpanoramic.com/project/180/29569
Dungeness Improved Fisheries Enforcement,Conceptual,09064,600000,0001-01-01T00:00:00,0001-01-01T00:00:00,North Olympic Peninsula LE for Salmon,48.15174476,-123.1286883,http://waconnect.paladinpanoramic.com/project/180/7022
Dungeness Instream Flow Restoration - DIG Phase 4,Active,13-1064,4680000,2014-01-01T00:00:00,2016-01-01T00:00:00,North Olympic Peninsula LE for Salmon,48.0967,-123.2112,http://waconnect.paladinpanoramic.com/project/180/16303
Dungeness Landscape Protection- RM1.5 to RM 6.5,Proposed,14-1385,8009650,2015-01-01T00:00:00,2019-01-01T00:00:00,North Olympic Peninsula LE for Salmon,48.0852,-123.1527,http://waconnect.paladinpanoramic.com/project/180/29568
Dungeness Off-Channel Reservoir: Construction,Proposed,16-1371,1000000,2017-01-01T00:00:00,2020-01-01T00:00:00,North Olympic Peninsula LE for Salmon,48.0918,-123.166,http://waconnect.paladinpanoramic.com/project/180/60348
Dungeness Off-Channel Reservoir: Final Design,Proposed,16-1370,150000,2017-01-01T00:00:00,2020-01-01T00:00:00,North Olympic Peninsula LE for Salmon,48.0918,-123.166,http://waconnect.paladinpanoramic.com/project/180/60347
Dungeness R. Floodplain Restoration-Robinson Phase,Proposed,15-1055,1362000,2016-01-01T00:00:00,2018-01-01T00:00:00,North Olympic Peninsula LE for Salmon,48.0794,-123.1476,http://waconnect.paladinpanoramic.com/project/180/39949
Dungeness R. RR Reach Floodplain Restoration,Proposed,15-1053,1800000,2016-01-01T00:00:00,2018-01-01T00:00:00,North Olympic Peninsula LE for Salmon,48.1388,-123.1333,http://waconnect.paladinpanoramic.com/project/180/39947
Dungeness Riparian Habitat Protection,Active,13-1066,260915,2013-08-22T00:00:00,2016-03-31T00:00:00,North Olympic Peninsula LE for Salmon,48.0664,-123.1536,http://waconnect.paladinpanoramic.com/project/180/5139
Dungeness Riparian Restoration,Conceptual,09031.1,500000,2015-01-01T00:00:00,2019-01-31T00:00:00,North Olympic Peninsula LE for Salmon,48.017,-123.1343,http://waconnect.paladinpanoramic.com/project/180/29567
Dungeness River Estuarine Restoration,Completed,06-2133,267000,2007-02-01T00:00:00,2011-08-01T00:00:00,North Olympic Peninsula LE for Salmon,48.15231104,-123.1271143,http://waconnect.paladinpanoramic.com/project/180/10974
Dungeness River Habitat Resurvey,Conceptual,09063.1,75000,0001-01-01T00:00:00,0001-01-01T00:00:00,North Olympic Peninsula LE for Salmon,48.08233053,-123.1408587,http://waconnect.paladinpanoramic.com/project/180/7025
Dungeness River Instream Flow Restoration,Active,Dungeness(WRIA 18),15281560,2008-08-01T00:00:00,2011-08-01T00:00:00,North Olympic Peninsula LE for Salmon,0,0,http://waconnect.paladinpanoramic.com/project/180/5132
Dungeness River Instream Flow Restoration - Storage,Conceptual,12098,1000000,0001-01-01T00:00:00,0001-01-01T00:00:00,North Olympic Peninsula LE for Salmon,48.0921,-123.1662,http://waconnect.paladinpanoramic.com/project/180/70354
Dungeness River Instream Flow Restoration – Irrigation Efficiencies,Conceptual,09091.1,4680000,2014-01-01T00:00:00,2020-01-01T00:00:00,North Olympic Peninsula LE for Salmon,48.11113704,-123.1519304,http://waconnect.paladinpanoramic.com/project/180/18759
Dungeness River Large Wood Restoration,Conceptual,09029.1,5000000,0001-01-01T00:00:00,0001-01-01T00:00:00,North Olympic Peninsula LE for Salmon,0,0,http://waconnect.paladinpanoramic.com/project/180/70353
Dungeness River Mainstem,Active,Dungeness(WRIA 18),3763225,2008-09-01T00:00:00,2011-09-01T00:00:00,North Olympic Peninsula LE for Salmon,0,0,http://waconnect.paladinpanoramic.com/project/180/6878
Dungeness River Management Team,Conceptual,09062,225000,0001-01-01T00:00:00,0001-01-01T00:00:00,North Olympic Peninsula LE for Salmon,48.14650785,-123.1472998,http://waconnect.paladinpanoramic.com/project/180/7471
Dungeness River Railroad Bridge Park Acquisition,Completed,93-9809,101000,1994-01-01T00:00:00,1994-12-31T00:00:00,North Olympic Peninsula LE for Salmon,48.0853,-123.1476,http://waconnect.paladinpanoramic.com/project/180/18888
Dungeness River Railroad Bridge Restoration,Completed,04-1589,914165,2005-03-30T00:00:00,2008-10-31T00:00:00,North Olympic Peninsula LE for Salmon,48.08537183,-123.149381,http://waconnect.paladinpanoramic.com/project/180/10217
Dungeness River Riparian Habitat Protection,Conceptual,09030.1,1000000,0001-01-01T00:00:00,0001-01-01T00:00:00,North Olympic Peninsula LE for Salmon,48.0794,-123.1476,http://waconnect.paladinpanoramic.com/project/180/19040
Dungeness River Riparian Restoration,Active,13-1067,239456,2014-01-01T00:00:00,2019-01-31T00:00:00,North Olympic Peninsula LE for Salmon,48.017,-123.1343,http://waconnect.paladinpanoramic.com/project/180/5458
Dungeness River RR Trestle Replacement: Design,Proposed,15-1052,100000,2016-01-01T00:00:00,2018-01-01T00:00:00,North Olympic Peninsula LE for Salmon,48.1388,-123.1333,http://waconnect.paladinpanoramic.com/project/180/39948
Dungeness River Salmon Enhancement,Conceptual,Enhancement(Dungeness),600000,0001-01-01T00:00:00,0001-01-01T00:00:00,North Olympic Peninsula LE for Salmon,0,0,http://waconnect.paladinpanoramic.com/project/180/18884
