"Location_ID","Location_Name","Location_Setting","Location_Description","Ecology_Facility_Site_ID","Is_Location_a_Well","Address","City","State","Zip_Code","County","Watershed_WRIA","Ecology_Region","US_Congressional_District","State_Legislative_District","NHD_Reach_Code","NHD_Reach_Measure","NHD_Edit_Date","Calculated_Latitude_Decimal_Degrees_NAD83HARN","Calculated_Longitude_Decimal_Degrees_NAD83HARN","Horizontal_Coordinates_Represent","Horizontal_Coordinate_Accuracy","Horizontal_Coordinate_Collection_Method","Paper_Map_Scale","Township_Number","Township_Direction","Range_Number","Range_Direction","Section_Number","Quarter_Section_Township_Range","Quarter_Quarter_Section_Township_Range","Elevation_of","Elevation","Elevation_Units","Elevation_Datum","Elevation_Accuracy","Elevation_Collecton_Method","Sediment_Elevation_Elevation_Reference","Location_Suspect_or_Rejected_Flag","Location_Suspect_Code","Location_Suspect_Description","Location_ID_Alias","Associated_Study_ID","Record_Created_On","Location_System_ID"
"CCWR_00019","CASSALERY 1.1","Stream or River","Cassalery u/s of Taylor Ranch Rd",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000297",25.8025407241942,2/26/2012 12:00:00 AM,48.12050557,-123.09848749,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",3,"W",5,"SW","NW","",25,"FT","NGVD29","+/- 40 ft ( 12 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_003, CCWR_033, G9600247",2/2/2007 1:18:40 PM,93415605
"CCWR_00020","CASSALERY 1.6","Stream or River","Cassalery @ Clary Lane",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000297",38.8296270810911,2/26/2012 12:00:00 AM,48.11704357,-123.10694698,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",3,"W",6,"SE","SE","",80,"FT","NGVD29","+/- 40 ft ( 12 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_003, CCWR_004, CCWR_033, CCWR_058, G0500025, G1100174, G9600247",2/2/2007 1:18:40 PM,41420876
"CCWR_00021","ENNIS 0.1","Stream or River","Ennis @ PA treatment plant",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000111",41.17139,4/11/2014 3:56:37 PM,48.114685,-123.406289,"Centroid of STR Qtr section","+/- 100 ft (30 m)","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",6,"W",1,"NW","NW","",25,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_002, CCWR_003, CCWR_004, CCWR_053, G0500025",2/2/2007 1:18:33 PM,30563272
"CCWR_00023","WHITE 0.0","Stream or River","White (Ennis) near mouth",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000284",0.74054,3/13/2014 4:27:06 PM,48.111567,-123.405736,"Centroid of STR Qtr section","+/- 100 ft (30 m)","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",6,"W",1,"SE","NE","",50,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_002, CCWR_003, CCWR_004, CCWR_053",2/2/2007 1:18:38 PM,69138783
"CCWR_00025","ENNIS 1.0","Stream or River","Ennis ~150' u/s of Hwy 101 culvert",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000112",57.17199,3/13/2014 4:28:03 PM,48.105115,-123.394186,"Centroid of STR Qtr section","+/- 100 ft (30 m)","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",6,"W",12,"SW","NE","",135,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_002, CCWR_003, CCWR_004",2/2/2007 1:18:36 PM,27915582
"CCWR_00026","ENNIS 1.4","Stream or River","Ennis @ Del Guzzi Dr.",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000112",78.7405,3/13/2014 4:28:03 PM,48.10126545,-123.39171338,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",6,"W",13,"NE","NW","",235,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_002, CCWR_003",2/2/2007 1:18:35 PM,59923786
"CCWR_00027","JIMMYCOMELATELY 0.1","Stream or River","JCL upstream of Old Blyn Hwy; old site pre 2004",,"N","","","WA","","CLALLAM","Quilcence-Snow","Southwest Regional Office",6,24,"17110020000372",1.91206,2/22/2016 4:40:54 PM,48.02182232,-123.00508787,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",29,"N",3,"W",12,"","","",15,"FT","NGVD29","+/- 40 ft ( 12 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_003, CCWR_004, G0000278",2/2/2007 1:18:40 PM,75145139
"CCWR_00029","JIMMYCOMELATELY 0.2","Stream or River","JCL u/s of Hwy 101; old site pre 2004",,"N","","","WA","","CLALLAM","Quilcence-Snow","Southwest Regional Office",6,24,"17110020000372",11.42085,2/22/2016 4:40:54 PM,48.01961469,-123.00495257,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",29,"N",3,"W",12,"","","",20,"FT","NGVD29","+/- 40 ft ( 12 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_003, G0000278",2/2/2007 1:18:40 PM,69686300
"CCWR_00030","JIMMYCOMELATELY 0.6","Stream or River","JCL @ Corriea Rd",,"N","","","WA","","CLALLAM","Quilcence-Snow","Southwest Regional Office",6,24,"17110020000372",31.72886,2/22/2016 4:40:54 PM,48.01490747,-123.00457745,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",29,"N",3,"W",12,"SE","SW","",40,"FT","NGVD29","+/- 40 ft ( 12 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_003, G0000278",2/2/2007 1:18:34 PM,51094568
"CCWR_00031","JIMMYCOMELATELY 0.8","Stream or River","JCL @ Woods Rd",,"N","","","WA","","CLALLAM","Quilcence-Snow","Southwest Regional Office",6,24,"17110020000372",43.54303,2/22/2016 4:40:54 PM,48.01120241,-123.002596,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",29,"N",3,"W",13,"NE","NW","",60,"FT","NGVD29","+/- 40 ft ( 12 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_003, G0000278",2/2/2007 1:18:34 PM,33235414
"CCWR_00032","JOHNSON 0.0","Stream or River","Johnson u/s of Marina",,"N","","","WA","","CLALLAM","Quilcence-Snow","Southwest Regional Office",6,24,"17110020000354",0.54217,1/5/2015 2:41:39 PM,48.06214585,-123.04112603,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",3,"W",27,"SE","NE","",15,"FT","NGVD29","+/- 40 ft ( 12 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_003, CCWR_004, CCWR_033, CCWR_058, CCWR_069, EG150021, G0200208, G0500025, G9600247",2/2/2007 1:18:38 PM,60817987
"CCWR_00034","JOHNSON 0.6","Stream or River","Johnson d/s of Hwy 101",,"N","","","WA","","CLALLAM","Quilcence-Snow","Southwest Regional Office",6,24,"",,,48.06189383,-123.05392285,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",3,"W",27,"SW","","",150,"FT","NGVD29","+/- 40 ft ( 12 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_003, CCWR_033, G9600247",2/2/2007 1:18:37 PM,83046383
"CCWR_00036","JOHNSON 1.7","Stream or River","Johnson u/s of Highland Ditch",,"N","","","WA","","CLALLAM","Quilcence-Snow","Southwest Regional Office",6,24,"17110020000354",31.79734,1/5/2015 2:41:39 PM,48.05041959,-123.06349403,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",3,"W",33,"SE","NE","",350,"FT","NGVD29","+/- 40 ft ( 12 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_003, G0100135",2/2/2007 1:18:36 PM,71593130
"CCWR_00041","LEES 0.1","Stream or River","Lees d/s of E. Hidden Way",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000286",7.2983,4/11/2014 3:59:02 PM,48.11291917,-123.38736738,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",6,"W",12,"NE","NW","",25,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_002, CCWR_003, CCWR_004, CCWR_033, G0500025, G9600247",2/2/2007 1:18:38 PM,21852907
"CCWR_00043","LEES 0.6","Stream or River","Lees d/s of Hwy 101",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000286",42.85371,4/11/2014 3:59:02 PM,48.10563249,-123.38337445,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",6,"W",12,"SE","NE","",200,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_002, CCWR_003, CCWR_033, G0500025, G9600247",2/2/2007 1:18:37 PM,3404947
"CCWR_00044","LEES 0.8","Stream or River","Lees d/s of Leighland Av",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000286",89.62352,4/11/2014 3:59:02 PM,48.09863314,-123.37642246,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",5,"W",18,"NW","","",275,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_002, CCWR_003, CCWR_033, G0500025, G9600247",2/2/2007 1:18:35 PM,8487557
"CCWR_00045","MORSE 0.3","Stream or River","Morse @ 4 Seasons Ranch",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000118",2.87999,4/16/2014 8:17:41 AM,48.11582059,-123.3521017,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",5,"W",5,"SW","SW","",5,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_003, CCWR_004, CCWR_033, G0500025, G9600247",2/2/2007 1:18:39 PM,40434139
"CCWR_00047","MORSE 1.1","Stream or River","Morse u/s of Discovery Trail bridge",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000118",20.34735,4/16/2014 8:17:41 AM,48.10449536,-123.35577373,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",5,"W",8,"SW","","",50,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_003, CCWR_033, G9600247",2/2/2007 1:18:39 PM,12580499
"CCWR_00048","MORSE 1.8","Stream or River","Morse @ 4 Seasons Park",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000118",33.70086,4/16/2014 8:17:41 AM,48.09575799,-123.3568616,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",5,"W",17,"NW","SW","",130,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_003, CCWR_033, G9600247",2/2/2007 1:18:34 PM,85756280
"CCWR_00049","MORSE 4.0","Stream or River","Morse @ power plant",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000118",87.48746,4/16/2014 8:17:41 AM,48.07049625,-123.3507756,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",5,"W",29,"NW","NE","",250,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_003, CCWR_033, G9600247",2/2/2007 1:18:33 PM,50234842
"CCWR_00050","PEABODY 0.0","Stream or River","Peabody @ mouth",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000283",0.29371,4/10/2014 8:50:39 AM,48.12019632,-123.42991943,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",6,"W",1,"NE","NE","",2,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_002, CCWR_003, CCWR_004, G0500025",2/2/2007 1:18:38 PM,30753255
"CCWR_00051","PEABODY 0.2","Stream or River","Peabody @ 2nd St",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000283",11.81513,4/10/2014 8:50:39 AM,48.11757537,-123.43163885,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",6,"W",1,"NE","NE","",50,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_002, CCWR_003, CCWR_004, CCWR_010, CCWR_033, G0500025, G9600247",2/2/2007 1:18:37 PM,49862228
"CCWR_00053","PEABODY 0.5","Stream or River","Peabody u/s of Peabody St",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000283",30.04643,4/10/2014 8:50:39 AM,48.1137145,-123.42904745,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",6,"W",1,"NE","SE","",75,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_002, CCWR_003, CCWR_033, G9600247",2/2/2007 1:18:36 PM,96447113
"CCWR_00056","PEABODY 1.4","Stream or River","Peabody @ ONP Visitor Ctr",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000283",94.62189,4/10/2014 8:50:39 AM,48.09942194,-123.42838998,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",6,"W",15,"NE","NE","",275,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_002, CCWR_003, CCWR_033, G9600247",2/2/2007 1:18:39 PM,53689121
"CCWR_00057","SIEBERT 0.6","Stream or River","Siebert @ 225 Gehrke Rd",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000131",23.94648,4/11/2014 4:29:41 PM,48.11150049,-123.28291762,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",5,"W",11,"NE","SW","",60,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_003, CCWR_004, CCWR_033, G0500025, G9600247",2/2/2007 1:18:34 PM,53225138
"CCWR_00059","SIEBERT 3.0","Stream or River","Siebert @ Miletich Lane",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000131",85.75503,4/11/2014 4:29:41 PM,48.08488364,-123.28284853,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",5,"W",23,"NE","NW","",300,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_003, CCWR_033, G9600247",2/2/2007 1:18:38 PM,25354573
"CCWR_00060","SIEBERT 3.8","Stream or River","Siebert @ Conner Road",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020012983",25.92917,4/21/2014 11:09:38 AM,48.07220754,-123.28286478,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",5,"W",26,"NE","NW","",400,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_003, CCWR_033, G9600247",2/2/2007 1:18:37 PM,18903267
"CCWR_00061","TUMWATER 0.1","Stream or River","Tumwater u/s of Marine Dr",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020001950",6.91196,4/11/2014 3:47:24 PM,48.12259191,-123.44682748,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",6,"W",1,"NE","NW","",10,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_002, CCWR_004, G0500025",2/2/2007 1:18:36 PM,27779266
"CCWR_00062","VALLEY EF 0.6","Stream or River","Valley - East Valley (Mill Cr) u/s of Laurel St",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"",,,48.09755398,-123.4455712,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",6,"W",15,"NE","SE","",220,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_033, G9600247",2/2/2007 1:18:35 PM,67937276
"CCWR_00063","VALLEY 0.0","Stream or River","Valley @ estuary pedestrian bridge",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000300",2.21156,4/11/2014 3:49:16 PM,48.12184838,-123.43914101,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",6,"W",1,"NE","NW","",5,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_002, CCWR_003, CCWR_004, G0500025",2/2/2007 1:18:39 PM,67035119
"CCWR_00064","VALLEY 0.4","Stream or River","Valley @ 6th St, u/s of final culvert 220ft",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000300",9.67395,4/11/2014 3:49:16 PM,48.11683987,-123.44372396,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",6,"W",1,"NE","NW","",30,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_002, CCWR_003, CCWR_004, CCWR_033, G0500025, G9600247",2/2/2007 1:18:39 PM,63101560
"CCWR_00066","VALLEY 0.7","Stream or River","Valley @ 12th St",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000300",17.15218,4/11/2014 3:49:16 PM,48.11183456,-123.44826926,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",6,"W",1,"NE","NE","",50,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_002, CCWR_003, CCWR_033, G9600247",2/2/2007 1:18:34 PM,54320463
"CCWR_00067","VALLEY 1.2","Stream or River","Valley d/s of Hwy 101",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000300",23.35706,4/11/2014 3:49:16 PM,48.10817689,-123.45156409,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",6,"W",9,"NE","","",100,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_002, CCWR_003, CCWR_033, G9600247",2/2/2007 1:18:33 PM,64475578
"CCWR_00068","VALLEY 2.2","Stream or River","Valley d/s of E Valley mouth",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000300",34.22771,4/11/2014 3:49:16 PM,48.10064515,-123.4529608,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",6,"W",16,"NE","NW","",200,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_003, CCWR_033, G9600247",2/2/2007 1:18:38 PM,17821754
"CCWR_00093","EC1","Other","Eureka Ditch @ Hollywood Video",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"",,,48.07896147,-123.11994274,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",3,"W",19,"SW","NW","",240,"FT","NGVD29","+/- 40 ft ( 12 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_055, EG150021",2/2/2007 1:18:36 PM,81946543
"CCWR_00103","PEABODY 0.4A","Source (industrial, agricultural, stormwater, or other discharge or lagoon)","Peabody storm pipe inside culvert @ Peabody St.",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"",,,48.11494311,-123.42991718,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",6,"W",1,"NE","SE","",75,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_002",2/2/2007 1:18:35 PM,93461502
"CCWR_00107","TUMWATER 0.4","Stream or River","Tumwater @ d/s end of Truck Rt culvert",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020001950",12.45602,4/11/2014 3:47:24 PM,48.12062,-123.44748,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",6,"W",1,"NE","NW","",25,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_002, CCWR_053",2/2/2007 1:18:36 PM,37643115
"CCWR_00108","TUMWATER 0.5","Stream or River","Tumwater d/s of 8 St.",,"N","","","WA","","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020001950",24.46744,4/11/2014 3:47:24 PM,48.11821249,-123.45068707,"Unknown","Unknown","Unknown","",30,"N",6,"W",1,"","","",40,"FT","NGVD29","+/- 100 ft (30 m)","Unknown","Mean high water (MHW)","","","","","CCWR_002, CCWR_053",2/2/2007 1:18:39 PM,15421824
"CCWR_00109","TUMWATER 0.8","Stream or River","Tumwater nr. 11 St., d/s of storm outflow channel",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020001950",35.20281,4/11/2014 3:47:24 PM,48.11544969,-123.453345,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",6,"W",1,"","","",75,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_002",2/2/2007 1:18:39 PM,68643181
"CCWR_00113","SIEBERT WF 2.3","Stream or River","Siebert WF just inside ONP",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000365",68.07399,3/13/2014 4:27:09 PM,47.99606,-123.30307,"Centroid of STR Qtr section","Unknown","GPS consumer unit or unknown (code phase)","1:20,001 - 1:25,000",29,"N",5,"W",22,"NE","","",1800,"FT","NGVD29","+/- 100 ft (30 m)","Digital elevation model – WA 10 m","Mean high water (MHW)","","","","","CCWR_003",2/2/2007 1:18:33 PM,68781357
"CCWR_00115","BAGLEY 4.6","Stream or River","Bagley @ Merrill Estates",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000306",87.56,4/11/2014 4:19:14 PM,48.06428261,-123.32461934,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",5,"W",28,"SE","NW","",600,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_003",2/2/2007 1:18:34 PM,57195102
"CCWR_00116","PEABODY 0.2A","Source (industrial, agricultural, stormwater, or other discharge or lagoon)","Peabody - storm pipe d/s of RV park office",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"",,,48.11702069,-123.43180166,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",6,"W",1,"NE","NE","",50,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_002, CCWR_004",2/2/2007 1:18:37 PM,54715234
"CCWR_00118","PEABODY 0.4","Stream or River","Peabody @ Peabody St culvert",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000283",25.83216,4/10/2014 8:50:39 AM,48.11471532,-123.42937663,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",6,"W",1,"NE","SE","",75,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_002",2/2/2007 1:18:38 PM,32889145
"CCWR_00120","MORSE 1.2","Stream or River","Morse 1/4 mile u/s from Mt. Pleasant Estates Gate",,"N","","","WA","98362","Clallam","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000118",35.362853,4/22/2014 12:00:00 AM,48.0953656462005,-123.355917516001,"Discrete monitoring point","+/- 1000 ft or greater (300 m)","Computer map - GIS-based","",,"",,"",,"","","Land Surface",84.65148926,"FT","NAVD88","+/- 3 ft (1 m)","LIDAR (airborne laser)","","","","","","CCWR_003",8/23/2016 9:55:12 AM,100046972
"CCWR_00159","PEABODY 0.2B","Stream or River","Peabody u/s of drain pipe @ RV Park office",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020000283",14.2205,4/10/2014 8:50:39 AM,48.11698281,-123.43170117,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",6,"W",1,"NE","NE","",50,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_002, CCWR_004",2/2/2007 1:18:39 PM,1288124
"CCWR_00173","PA HARBOR @ VALLEY","Intertidal","PA Harbor @ Valley mouth",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"",,,48.1219488,-123.43889524,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",6,"W",1,"NE","NW","",0,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_003, CCWR_004",2/2/2007 1:18:38 PM,11534975
"CCWR_00174","TUMWATER 0.8E","Stream or River","Tumwater u/s of 11 St. storm outfall",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"17110020001950",35.42556,4/11/2014 3:47:24 PM,48.11539303,-123.45343753,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",6,"W",1,"","","",75,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_002",2/2/2007 1:18:35 PM,26876614
"CCWR_00175","TUMWATER 0.8D","Source (industrial, agricultural, stormwater, or other discharge or lagoon)","Tumwater - storm pipe into Tumwater @ 11 St.",,"N","","","WA","","CLALLAM","Elwah-Dungeness","Southwest Regional Office",6,24,"",,,48.11544605,-123.45358816,"Centroid of STR Qtr section","Unknown","Computer map - GIS-based","1:20,001 - 1:25,000",30,"N",6,"W",1,"","","",75,"FT","NGVD29","+/- 100 ft (30 m)","Map derived, elevation model unknown","Mean high water (MHW)","","","","","CCWR_002",2/2/2007 1:18:36 PM,21239836
